entry_trade_time,last_capital,profit/loss,win_prob,new_capital,exit_trade_time
2023-02-08 00:00:00,4857197570.679999,-0.11757627823068591,0.5,4286106406.6799994,2023-02-20 00:00:00
2023-03-01 00:00:00,4286106406.6799994,0.2134480313747452,0.5,5200967325.379999,2023-03-28 00:00:00
2023-06-28 00:00:00,5200967325.379999,0.06521738938162845,0.5,5540160815.379998,2023-08-16 00:00:00
2023-09-04 00:00:00,5540160815.379998,0.03993479852099642,0.5,5761405997.379998,2023-09-18 00:00:00
2023-10-04 00:00:00,5761405997.379998,0.01573557398656702,0.5,5852065015.979999,2023-10-18 00:00:00
2023-10-31 00:00:00,5852065015.979999,-0.009051725846730101,0.5,5799093744.979999,2023-11-01 00:00:00
2023-11-03 00:00:00,5799093744.979999,-0.0019410480838173206,0.5,5787837427.179998,2023-11-20 00:00:00
2023-11-24 00:00:00,5787837427.179998,0.3519963268633353,0.5,7825134380.179998,2023-12-20 00:00:00
2024-01-29 00:00:00,7825134380.179998,0.10658927833968349,0.5,8659209763.38,2024-03-11 00:00:00
2024-03-19 00:00:00,8659209763.38,-0.007997441973778026,0.5,8589958253.38,2024-04-16 00:00:00
2024-04-22 00:00:00,8589958253.38,-0.00753357469837875,0.5,8525245167.379999,2024-05-03 00:00:00
2024-05-14 00:00:00,8525245167.379999,0.12402632052514244,0.5,9582599653.73,2024-05-30 00:00:00
